,extracted_comments,comments_date,translated_comments
5407,"Thise players are playing to enjoy the game not like you who played for money and views,you are not supposed to be there,look for pro players around the world.this game is unfair to every players",2022-07-12 18:54:50,"Thise players are playing to enjoy the game not like you who played for money and views,you are not supposed to be there,look for pro players around the world.this game is unfair to every players"
5408,GG,2022-09-10 18:54:50,GG
5409,olum ne diyon lojik mojik anlıcamız dilden konuş,2022-06-12 18:54:50,olum ne diyon lojik mojik anlıcamız dilden konuş
5410,9:22,2022-06-12 18:54:50,9:22
5411,Nice,2022-07-12 18:54:50,Nice
5412,NICE,2022-07-12 18:54:50,NICE
5413,Nice,2022-08-11 18:54:50,Nice
5414,Ты первый,2022-06-12 18:54:50,Ты первый
5415,How??????????,2022-07-12 18:54:50,How??????????
5416,can you beat oopssorrygaming plsss that asian is arrogant(im also asian),2022-09-10 18:54:50,can you beat oopssorrygaming plsss that asian is arrogant(im also asian)
5417,Hi,2022-06-12 18:54:50,Hi
5418,Is not suppose to be a mobile game not a iPad game ,2022-07-12 18:54:50,Is not suppose to be a mobile game not a iPad game 
5419,OmG,2022-07-12 18:54:50,OmG
5420,Toke,2022-06-12 18:54:50,Toke
5421,Hi YouTube,2022-06-12 18:54:50,Hi YouTube
5422,U r mad ,2022-07-12 18:54:50,U r mad 
5423,42*,2022-06-12 18:54:50,42*
5424,Why use a girl?,2022-07-12 18:54:50,Why use a girl?
5425,Atach hs??,2022-06-12 18:54:50,Atach hs??
5426,Hud reveal?,2022-06-12 18:54:50,Hud reveal?
5427,.,2022-06-12 18:54:50,.
5428,Tokyooooooooooo,2022-06-12 18:54:50,Tokyooooooooooo
5429,Helal kanka,2022-08-11 18:54:50,Helal kanka
5430,Play in the rom stop to kil nob in the Bad server,2022-07-12 18:54:50,Play in the rom stop to kil nob in the Bad server
5431,may tokyo sa pinas may tokyo din pala na taga ibang bansa,2022-07-12 18:54:50,may tokyo sa pinas may tokyo din pala na taga ibang bansa
5432,Yog amg ya,2022-06-12 18:54:50,Yog amg ya
5433,Tokyo op!!!,2022-06-12 18:54:50,Tokyo op!!!
5434,Hii,2022-07-12 18:54:50,Hii
5435,🤣,2022-09-10 18:54:50,🤣
5436,✊,2022-07-12 18:54:50,✊
5437,ماشاءالله اسطورة ,2022-07-12 18:54:50,ماشاءالله اسطورة 
5438,Jeeeez,2022-08-11 18:54:50,Jeeeez
5439,Efirr efirr,2022-06-12 18:54:50,Efirr efirr
5440,You talking a lot ,2022-08-11 18:54:50,You talking a lot 
5441,🤩,2022-07-12 18:54:50,🤩
5442,Así como hack en free fire jajaa igual el aimbot para dispRo,2022-07-12 18:54:50,Así como hack en free fire jajaa igual el aimbot para dispRo
5443,😂,2022-07-12 18:54:50,😂
5444,Nau nau,2022-06-12 18:54:50,Nau nau
5445,Por decir maldiciones le pongo no me gusta,2022-07-12 18:54:50,Por decir maldiciones le pongo no me gusta
5446,Hi bro ,2022-07-12 18:54:50,Hi bro 
5447,İngilizce yakışmıyor sana,2022-06-12 18:54:50,İngilizce yakışmıyor sana
5448,You Deepanchou jr ,2022-06-12 18:54:50,You Deepanchou jr 
5449,Good wow mantap,2022-06-12 18:54:50,Good wow mantap
5450,BROOOOOOOO,2022-07-12 18:54:50,BROOOOOOOO
5451,Ur noob,2022-06-12 18:54:50,Ur noob
5452,op,2022-06-12 18:54:50,op
5453,tokyo OP,2022-06-12 18:54:50,tokyo OP
5454,Trovo: ,2022-06-12 18:54:50,Trovo: 
5455,Tokyo is one of the best team-deleting players I've ever seen,2022-06-12 18:54:50,Tokyo is one of the best team-deleting players I've ever seen
5456,Not only that you are the most underrated but also amongst the best player of CODM BR Community,2022-06-12 18:54:50,Not only that you are the most underrated but also amongst the best player of CODM BR Community
5457,1:24,2022-07-12 18:54:50,1:24
5458,"I watched many streamers but I think you’re number 1 in the world. Nowadays 40 kills is top , players have become better and they go around together always , 1vs squads ain’t easy anymore",2022-06-12 18:54:50,"I watched many streamers but I think you’re number 1 in the world. Nowadays 40 kills is top , players have become better and they go around together always , 1vs squads ain’t easy anymore"
5459,Daddy Tokyo never disappoints with these banger clips,2022-06-12 18:54:50,Daddy Tokyo never disappoints with these banger clips
5460,This man gameplay is so freaking funny plus OP what more could one want GG new sub here,2022-06-12 18:54:50,This man gameplay is so freaking funny plus OP what more could one want GG new sub here
5461,Ve ayrıca ALLAH her elini attın işte istediğin sonucu almayı istediğin mevkiye gelmeyi nasipetsin inşallah gerçek ten seni izlerken kafam rahatlıyo inşallah seni daha iyi yerlerde görücemiz  zamanlarda bir an önce gelir iyi oyunlar herdaim başarılar kardeşim,2022-06-12 18:54:50,Ve ayrıca ALLAH her elini attın işte istediğin sonucu almayı istediğin mevkiye gelmeyi nasipetsin inşallah gerçek ten seni izlerken kafam rahatlıyo inşallah seni daha iyi yerlerde görücemiz  zamanlarda bir an önce gelir iyi oyunlar herdaim başarılar kardeşim
5462,Çoğunlukla 27-33 bandında kill alıyordun şu an 40 bile alıyorsun. Helal olsun Tokyooooo,2022-06-12 18:54:50,Çoğunlukla 27-33 bandında kill alıyordun şu an 40 bile alıyorsun. Helal olsun Tokyooooo
5463,Tokyo edits are getting crazy `Uwu’ ,2022-06-12 18:54:50,Tokyo edits are getting crazy `Uwu’ 
5464,my 5th time rewatching this particular clip and i just discovered your channel ,2022-08-11 18:54:50,my 5th time rewatching this particular clip and i just discovered your channel 
5465,Insane gameplay,2022-06-12 18:54:50,Insane gameplay
5466,unas de la mejores partidas de call of duty que vi o hasta el momento el unico el que mas me impresiono me suscribo y dejo mi me gusta buen video,2022-07-12 18:54:50,unas de la mejores partidas de call of duty que vi o hasta el momento el unico el que mas me impresiono me suscribo y dejo mi me gusta buen video
5467,Killing Machine ,2022-07-12 18:54:50,Killing Machine 
5468,Awesome video Tokyo I hope I can play with you one day ,2022-06-12 18:54:50,Awesome video Tokyo I hope I can play with you one day 
5469,Insane gameplay..,2022-06-12 18:54:50,Insane gameplay..
5470,"You are a very good player , but you know your enemies were a little newbie but your movements and shuts were amazing",2022-06-12 18:54:50,"You are a very good player , but you know your enemies were a little newbie but your movements and shuts were amazing"
5471,Yapıyorsun bu işi be kardeşim yaparım dedinve yine yaptın ellerine sağlık video için teşekkürler,2022-06-12 18:54:50,Yapıyorsun bu işi be kardeşim yaparım dedinve yine yaptın ellerine sağlık video için teşekkürler
5472,"You're Narco's best player , he said your gameplay was sick I agree You're sick bro",2022-07-12 18:54:50,"You're Narco's best player , he said your gameplay was sick I agree You're sick bro"
5473,damm,2022-06-12 18:54:50,damm
5474,Emudakinden daha kaliteli oyun karşımızda işte azim vazgeçmemek bu. Tbrk ederim berk,2022-07-12 18:54:50,Emudakinden daha kaliteli oyun karşımızda işte azim vazgeçmemek bu. Tbrk ederim berk
5475,Helalin var kardeşim bu oyun senin için çıkmış resmen kanka eline sağlık ,2022-06-12 18:54:50,Helalin var kardeşim bu oyun senin için çıkmış resmen kanka eline sağlık 
5476,Ese final ,2022-06-12 18:54:50,Ese final 
5477,Glad I found your channel I learn from everyone's clips ggs again,2022-06-12 18:54:50,Glad I found your channel I learn from everyone's clips ggs again
5478,"Besides Tokyo’s gameplay, has someone noticed his amazing tste in music? Like NF omg.",2022-09-10 18:54:50,"Besides Tokyo’s gameplay, has someone noticed his amazing tste in music? Like NF omg."
5479,fire as always akam ,2022-06-12 18:54:50,fire as always akam 
5480,High respect ,2022-06-12 18:54:50,High respect 
5481,I heard this guy had some good gameplay but that’s some mad skill with that HSO (New Sub),2022-09-10 18:54:50,I heard this guy had some good gameplay but that’s some mad skill with that HSO (New Sub)
5482,Bro you are so under rated,2022-06-12 18:54:50,Bro you are so under rated
5483,Gran vídeo. ,2022-09-10 18:54:50,Gran vídeo. 
5484,my dude is a killing machine.,2022-06-12 18:54:50,my dude is a killing machine.
5485,Great as always ,2022-06-12 18:54:50,Great as always 
5486,This guy is total vibe when he was trying to kill the platform pumped guy,2022-06-12 18:54:50,This guy is total vibe when he was trying to kill the platform pumped guy
5487,Well played bro,2022-06-12 18:54:50,Well played bro
5488,Insane brow! ,2022-07-12 18:54:50,Insane brow! 
5489,Ggs bro you are on top ,2022-06-12 18:54:50,Ggs bro you are on top 
5490,The music and gameplay are both amazing,2022-06-12 18:54:50,The music and gameplay are both amazing
5491,Narco talk about you bro … you’re freaking good ,2022-08-11 18:54:50,Narco talk about you bro … you’re freaking good 
5492,9:00,2022-07-12 18:54:50,9:00
5493,"Tokyo that shit was amazing, you are the ads king hands down....GG bro",2022-06-12 18:54:50,"Tokyo that shit was amazing, you are the ads king hands down....GG bro"
5494,Me: blinks,2022-06-12 18:54:50,Me: blinks
5495,Please keep up the good work,2022-06-12 18:54:50,Please keep up the good work
5496,I think because of the music bro. ,2022-06-12 18:54:50,I think because of the music bro. 
5497,Yo that's amazing bro... you got a new sub,2022-06-12 18:54:50,Yo that's amazing bro... you got a new sub
5498,Seriously... How do you manage to play like that? ,2022-07-12 18:54:50,Seriously... How do you manage to play like that? 
5499,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like,2022-07-12 18:54:50,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like
5500,FIRE GAME BRO! Well done ,2022-07-12 18:54:50,FIRE GAME BRO! Well done 
5501,That was fire....,2022-07-12 18:54:50,That was fire....
5502,Yesterday i watch this match in your live ggs man you are the best,2022-06-12 18:54:50,Yesterday i watch this match in your live ggs man you are the best
5503,Final fights ,2022-06-12 18:54:50,Final fights 
5504,You're good. New subscriber here,2022-07-12 18:54:50,You're good. New subscriber here
5505,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?",2022-06-12 18:54:50,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?"
5506,Just found another GOD just subbed with bell and smashed that like ,2022-08-11 18:54:50,Just found another GOD just subbed with bell and smashed that like 
5507,Bro Tokyo is fast asf ,2022-09-10 18:54:50,Bro Tokyo is fast asf 
5508,Wow!!!!! You are an amazing players!!!,2022-06-12 18:54:50,Wow!!!!! You are an amazing players!!!
5509,Great video my bro,2022-06-12 18:54:50,Great video my bro
5510,"""help me step bro Im stuck"" xD thats why I enjoy ur streams",2022-09-10 18:54:50,"""help me step bro Im stuck"" xD thats why I enjoy ur streams"
5511,GGs bro new sub ,2022-06-12 18:54:50,GGs bro new sub 
5512,:_kral:,2022-06-12 18:54:50,:_kral:
5513,Helal kanka efsane olmuş ,2022-06-12 18:54:50,Helal kanka efsane olmuş 
5514,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo,2022-06-12 18:54:50,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo
5515,Perfect ,2022-06-12 18:54:50,Perfect 
5516,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big ,2022-06-12 18:54:50,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big 
5517,this is my first day watching your videos just i enjoyed ggs,2022-07-12 18:54:50,this is my first day watching your videos just i enjoyed ggs
5518,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin ,2022-06-12 18:54:50,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin 
5519,Shotgun play is insane!!!!,2022-06-12 18:54:50,Shotgun play is insane!!!!
5520,Damn you play way too smooth,2022-06-12 18:54:50,Damn you play way too smooth
5521,12:12,2022-10-12 18:54:50,12:12
5522,Hello Tokyo lezzgooo,2022-06-12 18:54:50,Hello Tokyo lezzgooo
5523,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man ",2022-07-12 18:54:50,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man "
5524,Tokyo is too cracked,2022-06-12 18:54:50,Tokyo is too cracked
5525,Nice gameplay ,2022-06-12 18:54:50,Nice gameplay 
5526,Joga muito ,2022-07-12 18:54:50,Joga muito 
5527,"Bro, you can go for the record",2022-06-12 18:54:50,"Bro, you can go for the record"
5528,The accent makes him even funnier,2022-08-11 18:54:50,The accent makes him even funnier
5529,bro furry klanindan slm 10 numarasın tam destek devamm ke,2022-06-12 18:54:50,bro furry klanindan slm 10 numarasın tam destek devamm ke
5530,Bro love the Shiloh music goes well with the tempo,2022-06-12 18:54:50,Bro love the Shiloh music goes well with the tempo
5531,Intense bro,2022-07-12 18:54:50,Intense bro
5532,42 kills exactly....damnnnn,2022-07-12 18:54:50,42 kills exactly....damnnnn
5533,Question...,2022-06-12 18:54:50,Question...
5534,gg ,2022-06-12 18:54:50,gg 
5535,My highest is like 21 kills. Aiming for 30 before.,2022-06-12 18:54:50,My highest is like 21 kills. Aiming for 30 before.
5536,"Sir, yesterday i watched ur video and i become ur fan sir.... ",2022-09-10 18:54:50,"Sir, yesterday i watched ur video and i become ur fan sir.... "
5537,Dude your insane ,2022-06-12 18:54:50,Dude your insane 
5538,Super ,2022-06-12 18:54:50,Super 
5539,gg wp bro.  Nice aim,2022-08-11 18:54:50,gg wp bro.  Nice aim
5540,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak,2022-06-12 18:54:50,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak
5541,9:00,2022-06-12 18:54:50,9:00
5542,You are the Best bro ,2022-06-12 18:54:50,You are the Best bro 
5543,Nice game!,2022-07-12 18:54:50,Nice game!
5544,Gg brooo,2022-06-12 18:54:50,Gg brooo
5545,Harikasın arkadaşım baypas tan sevgilerle,2022-10-10 18:54:50,Harikasın arkadaşım baypas tan sevgilerle
5546,🔥,2022-06-12 18:54:50,🔥
5547,Insane,2022-06-12 18:54:50,Insane
5548,Much love man ,2022-07-12 18:54:50,Much love man 
5549,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim,2022-07-12 18:54:50,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim
5550,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео",2022-06-12 18:54:50,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео"
5551,That’s tuff ,2022-06-12 18:54:50,That’s tuff 
5552,Crazy edit there,2022-06-12 18:54:50,Crazy edit there
5553,Bro we meet in isolated at farm ,2022-06-12 18:54:50,Bro we meet in isolated at farm 
5554,The squirrel is what gets me ,2022-06-12 18:54:50,The squirrel is what gets me 
5555,Can anyone tell how he kills enemies so fast,2022-06-12 18:54:50,Can anyone tell how he kills enemies so fast
5556,"Nice game bro,, ",2022-06-12 18:54:50,"Nice game bro,, "
